"id","table_schema","table_name","file_column_name","db_column_name","column_type","column_required","value_required","grouping"
332,"smps","sample_analysis","_125.21","raw_concentration_json","float64",True,True,"raw_concen"
333,"smps","sample_analysis","_127.49","raw_concentration_json","float64",True,True,"raw_concen"
334,"smps","sample_analysis","_129.80","raw_concentration_json","float64",True,True,"raw_concen"
335,"smps","sample_analysis","_132.16","raw_concentration_json","float64",True,True,"raw_concen"
336,"smps","sample_analysis","_134.56","raw_concentration_json","float64",True,True,"raw_concen"
337,"smps","sample_analysis","_137.00","raw_concentration_json","float64",True,True,"raw_concen"
338,"smps","sample_analysis","_139.49","raw_concentration_json","float64",True,True,"raw_concen"
339,"smps","sample_analysis","_142.02","raw_concentration_json","float64",True,True,"raw_concen"
340,"smps","sample_analysis","_144.60","raw_concentration_json","float64",True,True,"raw_concen"
341,"smps","sample_analysis","_147.22","raw_concentration_json","float64",True,True,"raw_concen"
342,"smps","sample_analysis","_149.89","raw_concentration_json","float64",True,True,"raw_concen"
343,"smps","sample_analysis","_152.61","raw_concentration_json","float64",True,True,"raw_concen"
344,"smps","sample_analysis","_155.38","raw_concentration_json","float64",True,True,"raw_concen"
345,"smps","sample_analysis","_158.20","raw_concentration_json","float64",True,True,"raw_concen"
346,"smps","sample_analysis","_161.08","raw_concentration_json","float64",True,True,"raw_concen"
347,"smps","sample_analysis","_164.00","raw_concentration_json","float64",True,True,"raw_concen"
348,"smps","sample_analysis","_166.98","raw_concentration_json","float64",True,True,"raw_concen"
349,"smps","sample_analysis","_170.01","raw_concentration_json","float64",True,True,"raw_concen"
350,"smps","sample_analysis","_173.09","raw_concentration_json","float64",True,True,"raw_concen"
351,"smps","sample_analysis","_176.24","raw_concentration_json","float64",True,True,"raw_concen"
352,"smps","sample_analysis","_179.43","raw_concentration_json","float64",True,True,"raw_concen"
353,"smps","sample_analysis","_182.69","raw_concentration_json","float64",True,True,"raw_concen"
354,"smps","sample_analysis","_186.01","raw_concentration_json","float64",True,True,"raw_concen"
355,"smps","sample_analysis","_189.38","raw_concentration_json","float64",True,True,"raw_concen"
356,"smps","sample_analysis","_192.82","raw_concentration_json","float64",True,True,"raw_concen"
357,"smps","sample_analysis","_196.32","raw_concentration_json","float64",True,True,"raw_concen"
358,"smps","sample_analysis","_199.89","raw_concentration_json","float64",True,True,"raw_concen"
359,"smps","sample_analysis","_203.51","raw_concentration_json","float64",True,True,"raw_concen"
360,"smps","sample_analysis","_207.21","raw_concentration_json","float64",True,True,"raw_concen"
361,"smps","sample_analysis","_210.97","raw_concentration_json","float64",True,True,"raw_concen"
362,"smps","sample_analysis","_214.80","raw_concentration_json","float64",True,True,"raw_concen"
363,"smps","sample_analysis","_218.70","raw_concentration_json","float64",True,True,"raw_concen"
364,"smps","sample_analysis","_222.67","raw_concentration_json","float64",True,True,"raw_concen"
365,"smps","sample_analysis","_226.71","raw_concentration_json","float64",True,True,"raw_concen"
366,"smps","sample_analysis","_230.82","raw_concentration_json","float64",True,True,"raw_concen"
367,"smps","sample_analysis","_235.01","raw_concentration_json","float64",True,True,"raw_concen"
368,"smps","sample_analysis","_239.28","raw_concentration_json","float64",True,True,"raw_concen"
369,"smps","sample_analysis","_243.62","raw_concentration_json","float64",True,True,"raw_concen"
370,"smps","sample_analysis","_248.05","raw_concentration_json","float64",True,True,"raw_concen"
371,"smps","sample_analysis","_252.55","raw_concentration_json","float64",True,True,"raw_concen"
372,"smps","sample_analysis","_257.13","raw_concentration_json","float64",True,True,"raw_concen"
373,"smps","sample_analysis","_261.80","raw_concentration_json","float64",True,True,"raw_concen"
374,"smps","sample_analysis","_266.55","raw_concentration_json","float64",True,True,"raw_concen"
375,"smps","sample_analysis","_271.39","raw_concentration_json","float64",True,True,"raw_concen"
376,"smps","sample_analysis","_276.32","raw_concentration_json","float64",True,True,"raw_concen"
377,"smps","sample_analysis","_281.33","raw_concentration_json","float64",True,True,"raw_concen"
378,"smps","sample_analysis","_286.44","raw_concentration_json","float64",True,True,"raw_concen"
379,"smps","sample_analysis","_291.64","raw_concentration_json","float64",True,True,"raw_concen"
380,"smps","sample_analysis","_296.93","raw_concentration_json","float64",True,True,"raw_concen"
381,"smps","sample_analysis","_302.32","raw_concentration_json","float64",True,True,"raw_concen"
382,"smps","sample_analysis","_307.81","raw_concentration_json","float64",True,True,"raw_concen"
383,"smps","sample_analysis","_313.40","raw_concentration_json","float64",True,True,"raw_concen"
384,"smps","sample_analysis","_319.08","raw_concentration_json","float64",True,True,"raw_concen"
385,"smps","sample_analysis","_324.88","raw_concentration_json","float64",True,True,"raw_concen"
386,"smps","sample_analysis","_330.77","raw_concentration_json","float64",True,True,"raw_concen"
387,"smps","sample_analysis","_336.78","raw_concentration_json","float64",True,True,"raw_concen"
388,"smps","sample_analysis","_342.89","raw_concentration_json","float64",True,True,"raw_concen"
389,"smps","sample_analysis","_349.12","raw_concentration_json","float64",True,True,"raw_concen"
390,"smps","sample_analysis","_355.45","raw_concentration_json","float64",True,True,"raw_concen"
391,"smps","sample_analysis","_361.90","raw_concentration_json","float64",True,True,"raw_concen"
392,"smps","sample_analysis","_368.47","raw_concentration_json","float64",True,True,"raw_concen"
393,"smps","sample_analysis","_375.16","raw_concentration_json","float64",True,True,"raw_concen"
394,"smps","sample_analysis","_381.97","raw_concentration_json","float64",True,True,"raw_concen"
395,"smps","sample_analysis","_388.91","raw_concentration_json","float64",True,True,"raw_concen"
396,"smps","sample_analysis","_395.96","raw_concentration_json","float64",True,True,"raw_concen"
397,"smps","sample_analysis","_403.15","raw_concentration_json","float64",True,True,"raw_concen"
398,"smps","sample_analysis","_410.47","raw_concentration_json","float64",True,True,"raw_concen"
399,"smps","sample_analysis","_417.92","raw_concentration_json","float64",True,True,"raw_concen"
400,"smps","sample_analysis","_425.51","raw_concentration_json","float64",True,True,"raw_concen"
401,"smps","sample_analysis","_433.23","raw_concentration_json","float64",True,True,"raw_concen"
402,"smps","sample_analysis","_441.09","raw_concentration_json","float64",True,True,"raw_concen"
403,"smps","sample_analysis","_449.10","raw_concentration_json","float64",True,True,"raw_concen"
404,"smps","sample_analysis","_457.25","raw_concentration_json","float64",True,True,"raw_concen"
405,"smps","sample_analysis","_465.55","raw_concentration_json","float64",True,True,"raw_concen"
406,"smps","sample_analysis","_474.00","raw_concentration_json","float64",True,True,"raw_concen"
407,"smps","sample_analysis","_482.61","raw_concentration_json","float64",True,True,"raw_concen"
408,"smps","sample_analysis","_491.37","raw_concentration_json","float64",True,True,"raw_concen"
409,"smps","sample_analysis","_500.29","raw_concentration_json","float64",True,True,"raw_concen"
410,"smps","sample_analysis","_509.37","raw_concentration_json","float64",True,True,"raw_concen"
411,"smps","sample_analysis","_518.61","raw_concentration_json","float64",True,True,"raw_concen"
412,"smps","sample_analysis","_528.03","raw_concentration_json","float64",True,True,"raw_concen"
413,"smps","sample_analysis","_537.61","raw_concentration_json","float64",True,True,"raw_concen"
414,"smps","sample_analysis","_547.37","raw_concentration_json","float64",True,True,"raw_concen"
415,"smps","sample_analysis","_557.31","raw_concentration_json","float64",True,True,"raw_concen"
416,"smps","sample_analysis","_567.42","raw_concentration_json","float64",True,True,"raw_concen"
417,"smps","sample_analysis","_577.72","raw_concentration_json","float64",True,True,"raw_concen"
418,"smps","sample_analysis","_588.21","raw_concentration_json","float64",True,True,"raw_concen"
419,"smps","sample_analysis","_598.89","raw_concentration_json","float64",True,True,"raw_concen"
420,"smps","sample_analysis","_609.76","raw_concentration_json","float64",True,True,"raw_concen"
421,"smps","sample_analysis","_620.82","raw_concentration_json","float64",True,True,"raw_concen"
422,"smps","sample_analysis","_632.09","raw_concentration_json","float64",True,True,"raw_concen"
423,"smps","sample_analysis","_643.57","raw_concentration_json","float64",True,True,"raw_concen"
424,"smps","sample_analysis","_655.25","raw_concentration_json","float64",True,True,"raw_concen"
425,"smps","sample_analysis","_667.14","raw_concentration_json","float64",True,True,"raw_concen"
426,"smps","sample_analysis","_679.25","raw_concentration_json","float64",True,True,"raw_concen"
427,"smps","sample_analysis","_691.58","raw_concentration_json","float64",True,True,"raw_concen"
428,"smps","sample_analysis","_704.14","raw_concentration_json","float64",True,True,"raw_concen"
429,"smps","sample_analysis","_716.92","raw_concentration_json","float64",True,True,"raw_concen"
430,"smps","sample_analysis","_729.93","raw_concentration_json","float64",True,True,"raw_concen"
431,"smps","sample_analysis","_743.18","raw_concentration_json","float64",True,True,"raw_concen"
432,"smps","sample_analysis","_756.67","raw_concentration_json","float64",True,True,"raw_concen"
433,"smps","sample_analysis","_770.40","raw_concentration_json","float64",True,True,"raw_concen"
434,"smps","sample_analysis","_784.39","raw_concentration_json","float64",True,True,"raw_concen"
435,"smps","sample_analysis","_798.63","raw_concentration_json","float64",True,True,"raw_concen"
436,"smps","sample_analysis","_813.12","raw_concentration_json","float64",True,True,"raw_concen"
437,"smps","sample_analysis","12.98","concentration_json","float64",True,True,"concen"
438,"smps","sample_analysis","13.22","concentration_json","float64",True,True,"concen"
439,"smps","sample_analysis","13.46","concentration_json","float64",True,True,"concen"
440,"smps","sample_analysis","13.70","concentration_json","float64",True,True,"concen"
441,"smps","sample_analysis","13.95","concentration_json","float64",True,True,"concen"
442,"smps","sample_analysis","14.20","concentration_json","float64",True,True,"concen"
443,"smps","sample_analysis","14.46","concentration_json","float64",True,True,"concen"
444,"smps","sample_analysis","14.72","concentration_json","float64",True,True,"concen"
445,"smps","sample_analysis","14.99","concentration_json","float64",True,True,"concen"
446,"smps","sample_analysis","15.26","concentration_json","float64",True,True,"concen"
447,"smps","sample_analysis","15.54","concentration_json","float64",True,True,"concen"
448,"smps","sample_analysis","15.82","concentration_json","float64",True,True,"concen"
449,"smps","sample_analysis","16.11","concentration_json","float64",True,True,"concen"
450,"smps","sample_analysis","16.40","concentration_json","float64",True,True,"concen"
451,"smps","sample_analysis","16.70","concentration_json","float64",True,True,"concen"
452,"smps","sample_analysis","17.00","concentration_json","float64",True,True,"concen"
453,"smps","sample_analysis","17.31","concentration_json","float64",True,True,"concen"
454,"smps","sample_analysis","17.62","concentration_json","float64",True,True,"concen"
455,"smps","sample_analysis","17.94","concentration_json","float64",True,True,"concen"
456,"smps","sample_analysis","18.27","concentration_json","float64",True,True,"concen"
457,"smps","sample_analysis","18.60","concentration_json","float64",True,True,"concen"
458,"smps","sample_analysis","18.94","concentration_json","float64",True,True,"concen"
459,"smps","sample_analysis","19.28","concentration_json","float64",True,True,"concen"
460,"smps","sample_analysis","19.63","concentration_json","float64",True,True,"concen"
461,"smps","sample_analysis","19.99","concentration_json","float64",True,True,"concen"
462,"smps","sample_analysis","20.35","concentration_json","float64",True,True,"concen"
463,"smps","sample_analysis","20.72","concentration_json","float64",True,True,"concen"
464,"smps","sample_analysis","21.10","concentration_json","float64",True,True,"concen"
465,"smps","sample_analysis","21.48","concentration_json","float64",True,True,"concen"
466,"smps","sample_analysis","21.87","concentration_json","float64",True,True,"concen"
467,"smps","sample_analysis","22.27","concentration_json","float64",True,True,"concen"
468,"smps","sample_analysis","22.67","concentration_json","float64",True,True,"concen"
469,"smps","sample_analysis","23.08","concentration_json","float64",True,True,"concen"
470,"smps","sample_analysis","23.50","concentration_json","float64",True,True,"concen"
471,"smps","sample_analysis","23.93","concentration_json","float64",True,True,"concen"
472,"smps","sample_analysis","24.36","concentration_json","float64",True,True,"concen"
473,"smps","sample_analysis","24.80","concentration_json","float64",True,True,"concen"
474,"smps","sample_analysis","25.25","concentration_json","float64",True,True,"concen"
475,"smps","sample_analysis","25.71","concentration_json","float64",True,True,"concen"
476,"smps","sample_analysis","26.18","concentration_json","float64",True,True,"concen"
477,"smps","sample_analysis","26.66","concentration_json","float64",True,True,"concen"
478,"smps","sample_analysis","27.14","concentration_json","float64",True,True,"concen"
479,"smps","sample_analysis","27.63","concentration_json","float64",True,True,"concen"
480,"smps","sample_analysis","28.13","concentration_json","float64",True,True,"concen"
481,"smps","sample_analysis","28.64","concentration_json","float64",True,True,"concen"
482,"smps","sample_analysis","29.16","concentration_json","float64",True,True,"concen"
483,"smps","sample_analysis","29.69","concentration_json","float64",True,True,"concen"
484,"smps","sample_analysis","30.23","concentration_json","float64",True,True,"concen"
485,"smps","sample_analysis","30.78","concentration_json","float64",True,True,"concen"
486,"smps","sample_analysis","31.34","concentration_json","float64",True,True,"concen"
487,"smps","sample_analysis","31.91","concentration_json","float64",True,True,"concen"
488,"smps","sample_analysis","32.49","concentration_json","float64",True,True,"concen"
489,"smps","sample_analysis","33.08","concentration_json","float64",True,True,"concen"
490,"smps","sample_analysis","33.68","concentration_json","float64",True,True,"concen"
491,"smps","sample_analysis","34.29","concentration_json","float64",True,True,"concen"
492,"smps","sample_analysis","34.91","concentration_json","float64",True,True,"concen"
493,"smps","sample_analysis","35.55","concentration_json","float64",True,True,"concen"
494,"smps","sample_analysis","36.19","concentration_json","float64",True,True,"concen"
495,"smps","sample_analysis","36.85","concentration_json","float64",True,True,"concen"
496,"smps","sample_analysis","37.52","concentration_json","float64",True,True,"concen"
497,"smps","sample_analysis","38.20","concentration_json","float64",True,True,"concen"
498,"smps","sample_analysis","38.89","concentration_json","float64",True,True,"concen"
499,"smps","sample_analysis","39.60","concentration_json","float64",True,True,"concen"
500,"smps","sample_analysis","40.32","concentration_json","float64",True,True,"concen"
501,"smps","sample_analysis","41.05","concentration_json","float64",True,True,"concen"
502,"smps","sample_analysis","41.79","concentration_json","float64",True,True,"concen"
503,"smps","sample_analysis","42.55","concentration_json","float64",True,True,"concen"
504,"smps","sample_analysis","43.32","concentration_json","float64",True,True,"concen"
505,"smps","sample_analysis","44.11","concentration_json","float64",True,True,"concen"
506,"smps","sample_analysis","44.91","concentration_json","float64",True,True,"concen"
507,"smps","sample_analysis","45.73","concentration_json","float64",True,True,"concen"
508,"smps","sample_analysis","46.56","concentration_json","float64",True,True,"concen"
509,"smps","sample_analysis","47.40","concentration_json","float64",True,True,"concen"
510,"smps","sample_analysis","48.26","concentration_json","float64",True,True,"concen"
511,"smps","sample_analysis","49.14","concentration_json","float64",True,True,"concen"
512,"smps","sample_analysis","50.03","concentration_json","float64",True,True,"concen"
513,"smps","sample_analysis","50.94","concentration_json","float64",True,True,"concen"
514,"smps","sample_analysis","51.86","concentration_json","float64",True,True,"concen"
515,"smps","sample_analysis","52.80","concentration_json","float64",True,True,"concen"
516,"smps","sample_analysis","53.76","concentration_json","float64",True,True,"concen"
517,"smps","sample_analysis","54.74","concentration_json","float64",True,True,"concen"
518,"smps","sample_analysis","55.73","concentration_json","float64",True,True,"concen"
519,"smps","sample_analysis","56.74","concentration_json","float64",True,True,"concen"
520,"smps","sample_analysis","57.77","concentration_json","float64",True,True,"concen"
521,"smps","sample_analysis","58.82","concentration_json","float64",True,True,"concen"
522,"smps","sample_analysis","59.89","concentration_json","float64",True,True,"concen"
523,"smps","sample_analysis","60.98","concentration_json","float64",True,True,"concen"
524,"smps","sample_analysis","62.08","concentration_json","float64",True,True,"concen"
525,"smps","sample_analysis","63.21","concentration_json","float64",True,True,"concen"
526,"smps","sample_analysis","64.36","concentration_json","float64",True,True,"concen"
527,"smps","sample_analysis","65.52","concentration_json","float64",True,True,"concen"
528,"smps","sample_analysis","66.71","concentration_json","float64",True,True,"concen"
529,"smps","sample_analysis","67.93","concentration_json","float64",True,True,"concen"
530,"smps","sample_analysis","69.16","concentration_json","float64",True,True,"concen"
531,"smps","sample_analysis","70.41","concentration_json","float64",True,True,"concen"
532,"smps","sample_analysis","71.69","concentration_json","float64",True,True,"concen"
533,"smps","sample_analysis","72.99","concentration_json","float64",True,True,"concen"
534,"smps","sample_analysis","74.32","concentration_json","float64",True,True,"concen"
535,"smps","sample_analysis","75.67","concentration_json","float64",True,True,"concen"
536,"smps","sample_analysis","77.04","concentration_json","float64",True,True,"concen"
537,"smps","sample_analysis","78.44","concentration_json","float64",True,True,"concen"
538,"smps","sample_analysis","79.86","concentration_json","float64",True,True,"concen"
539,"smps","sample_analysis","81.31","concentration_json","float64",True,True,"concen"
540,"smps","sample_analysis","82.79","concentration_json","float64",True,True,"concen"
541,"smps","sample_analysis","84.29","concentration_json","float64",True,True,"concen"
542,"smps","sample_analysis","85.82","concentration_json","float64",True,True,"concen"
543,"smps","sample_analysis","87.38","concentration_json","float64",True,True,"concen"
544,"smps","sample_analysis","88.96","concentration_json","float64",True,True,"concen"
545,"smps","sample_analysis","90.58","concentration_json","float64",True,True,"concen"
546,"smps","sample_analysis","92.22","concentration_json","float64",True,True,"concen"
547,"smps","sample_analysis","93.90","concentration_json","float64",True,True,"concen"
548,"smps","sample_analysis","95.60","concentration_json","float64",True,True,"concen"
549,"smps","sample_analysis","97.34","concentration_json","float64",True,True,"concen"
550,"smps","sample_analysis","99.10","concentration_json","float64",True,True,"concen"
551,"smps","sample_analysis","100.90","concentration_json","float64",True,True,"concen"
552,"smps","sample_analysis","102.74","concentration_json","float64",True,True,"concen"
553,"smps","sample_analysis","104.60","concentration_json","float64",True,True,"concen"
554,"smps","sample_analysis","106.50","concentration_json","float64",True,True,"concen"
555,"smps","sample_analysis","108.43","concentration_json","float64",True,True,"concen"
556,"smps","sample_analysis","110.40","concentration_json","float64",True,True,"concen"
557,"smps","sample_analysis","112.40","concentration_json","float64",True,True,"concen"
558,"smps","sample_analysis","114.44","concentration_json","float64",True,True,"concen"
559,"smps","sample_analysis","116.52","concentration_json","float64",True,True,"concen"
560,"smps","sample_analysis","118.64","concentration_json","float64",True,True,"concen"
561,"smps","sample_analysis","120.79","concentration_json","float64",True,True,"concen"
562,"smps","sample_analysis","122.98","concentration_json","float64",True,True,"concen"
563,"smps","sample_analysis","125.21","concentration_json","float64",True,True,"concen"
564,"smps","sample_analysis","127.49","concentration_json","float64",True,True,"concen"
565,"smps","sample_analysis","129.80","concentration_json","float64",True,True,"concen"
566,"smps","sample_analysis","132.16","concentration_json","float64",True,True,"concen"
567,"smps","sample_analysis","134.56","concentration_json","float64",True,True,"concen"
568,"smps","sample_analysis","137.00","concentration_json","float64",True,True,"concen"
569,"smps","sample_analysis","139.49","concentration_json","float64",True,True,"concen"
570,"smps","sample_analysis","142.02","concentration_json","float64",True,True,"concen"
571,"smps","sample_analysis","144.60","concentration_json","float64",True,True,"concen"
572,"smps","sample_analysis","147.22","concentration_json","float64",True,True,"concen"
573,"smps","sample_analysis","149.89","concentration_json","float64",True,True,"concen"
574,"smps","sample_analysis","152.61","concentration_json","float64",True,True,"concen"
575,"smps","sample_analysis","155.38","concentration_json","float64",True,True,"concen"
576,"smps","sample_analysis","158.20","concentration_json","float64",True,True,"concen"
577,"smps","sample_analysis","161.08","concentration_json","float64",True,True,"concen"
578,"smps","sample_analysis","164.00","concentration_json","float64",True,True,"concen"
579,"smps","sample_analysis","166.98","concentration_json","float64",True,True,"concen"
580,"smps","sample_analysis","170.01","concentration_json","float64",True,True,"concen"
581,"smps","sample_analysis","173.09","concentration_json","float64",True,True,"concen"
582,"smps","sample_analysis","176.24","concentration_json","float64",True,True,"concen"
583,"smps","sample_analysis","179.43","concentration_json","float64",True,True,"concen"
584,"smps","sample_analysis","182.69","concentration_json","float64",True,True,"concen"
585,"smps","sample_analysis","186.01","concentration_json","float64",True,True,"concen"
586,"smps","sample_analysis","189.38","concentration_json","float64",True,True,"concen"
587,"smps","sample_analysis","192.82","concentration_json","float64",True,True,"concen"
588,"smps","sample_analysis","196.32","concentration_json","float64",True,True,"concen"
589,"smps","sample_analysis","199.89","concentration_json","float64",True,True,"concen"
590,"smps","sample_analysis","203.51","concentration_json","float64",True,True,"concen"
591,"smps","sample_analysis","207.21","concentration_json","float64",True,True,"concen"
592,"smps","sample_analysis","210.97","concentration_json","float64",True,True,"concen"
593,"smps","sample_analysis","214.80","concentration_json","float64",True,True,"concen"
594,"smps","sample_analysis","218.70","concentration_json","float64",True,True,"concen"
595,"smps","sample_analysis","222.67","concentration_json","float64",True,True,"concen"
596,"smps","sample_analysis","226.71","concentration_json","float64",True,True,"concen"
597,"smps","sample_analysis","230.82","concentration_json","float64",True,True,"concen"
598,"smps","sample_analysis","235.01","concentration_json","float64",True,True,"concen"
599,"smps","sample_analysis","239.28","concentration_json","float64",True,True,"concen"
600,"smps","sample_analysis","243.62","concentration_json","float64",True,True,"concen"
601,"smps","sample_analysis","248.05","concentration_json","float64",True,True,"concen"
602,"smps","sample_analysis","252.55","concentration_json","float64",True,True,"concen"
603,"smps","sample_analysis","257.13","concentration_json","float64",True,True,"concen"
604,"smps","sample_analysis","261.80","concentration_json","float64",True,True,"concen"
605,"smps","sample_analysis","266.55","concentration_json","float64",True,True,"concen"
606,"smps","sample_analysis","271.39","concentration_json","float64",True,True,"concen"
607,"smps","sample_analysis","276.32","concentration_json","float64",True,True,"concen"
608,"smps","sample_analysis","281.33","concentration_json","float64",True,True,"concen"
609,"smps","sample_analysis","286.44","concentration_json","float64",True,True,"concen"
610,"smps","sample_analysis","291.64","concentration_json","float64",True,True,"concen"
611,"smps","sample_analysis","296.93","concentration_json","float64",True,True,"concen"
612,"smps","sample_analysis","302.32","concentration_json","float64",True,True,"concen"
613,"smps","sample_analysis","307.81","concentration_json","float64",True,True,"concen"
614,"smps","sample_analysis","313.40","concentration_json","float64",True,True,"concen"
615,"smps","sample_analysis","319.08","concentration_json","float64",True,True,"concen"
616,"smps","sample_analysis","324.88","concentration_json","float64",True,True,"concen"
617,"smps","sample_analysis","330.77","concentration_json","float64",True,True,"concen"
618,"smps","sample_analysis","336.78","concentration_json","float64",True,True,"concen"
619,"smps","sample_analysis","342.89","concentration_json","float64",True,True,"concen"
620,"smps","sample_analysis","349.12","concentration_json","float64",True,True,"concen"
621,"smps","sample_analysis","355.45","concentration_json","float64",True,True,"concen"
622,"smps","sample_analysis","361.90","concentration_json","float64",True,True,"concen"
623,"smps","sample_analysis","368.47","concentration_json","float64",True,True,"concen"
624,"smps","sample_analysis","375.16","concentration_json","float64",True,True,"concen"
625,"smps","sample_analysis","381.97","concentration_json","float64",True,True,"concen"
626,"smps","sample_analysis","388.91","concentration_json","float64",True,True,"concen"
627,"smps","sample_analysis","395.96","concentration_json","float64",True,True,"concen"
628,"smps","sample_analysis","403.15","concentration_json","float64",True,True,"concen"
629,"smps","sample_analysis","410.47","concentration_json","float64",True,True,"concen"
630,"smps","sample_analysis","417.92","concentration_json","float64",True,True,"concen"
631,"smps","sample_analysis","425.51","concentration_json","float64",True,True,"concen"
632,"smps","sample_analysis","433.23","concentration_json","float64",True,True,"concen"
633,"smps","sample_analysis","441.09","concentration_json","float64",True,True,"concen"
634,"smps","sample_analysis","449.10","concentration_json","float64",True,True,"concen"
635,"smps","sample_analysis","457.25","concentration_json","float64",True,True,"concen"
636,"smps","sample_analysis","465.55","concentration_json","float64",True,True,"concen"
637,"smps","sample_analysis","474.00","concentration_json","float64",True,True,"concen"
638,"smps","sample_analysis","482.61","concentration_json","float64",True,True,"concen"
639,"smps","sample_analysis","491.37","concentration_json","float64",True,True,"concen"
640,"smps","sample_analysis","500.29","concentration_json","float64",True,True,"concen"
641,"smps","sample_analysis","509.37","concentration_json","float64",True,True,"concen"
642,"smps","sample_analysis","518.61","concentration_json","float64",True,True,"concen"
643,"smps","sample_analysis","528.03","concentration_json","float64",True,True,"concen"
644,"smps","sample_analysis","537.61","concentration_json","float64",True,True,"concen"
645,"smps","sample_analysis","547.37","concentration_json","float64",True,True,"concen"
646,"smps","sample_analysis","557.31","concentration_json","float64",True,True,"concen"
647,"smps","sample_analysis","567.42","concentration_json","float64",True,True,"concen"
648,"smps","sample_analysis","577.72","concentration_json","float64",True,True,"concen"
649,"smps","sample_analysis","588.21","concentration_json","float64",True,True,"concen"
650,"smps","sample_analysis","598.89","concentration_json","float64",True,True,"concen"
